Species	Phylum	Order	Genus	TaxID	Num_Prot	niacin_synthesis	nadB_niacin_asp	nadA_niacin_asp	nadC_niacin_asp	kmo_niacin_trp	hpaB_niacin_trp	kynu_niacin_trp	had_niacin_trp
Odoribacter splanchnicus	Bacteroidetes	Bacteroidales	Odoribacter	28118	3459	1	1	1	1	0	1	0	0
Pseudoalteromonas sp. H71	Proteobacteria	Alteromonadales	Pseudoalteromonas	1348395	6247	1	1	1	1	0	0	1	0
Rathayibacter sp. Leaf185	Actinobacteria	Micrococcales	Rathayibacter	1736292	3738	1	1	1	1	0	0	1	0
Streptomyces sp. AA0539	Actinobacteria	Streptomycetales	Streptomyces	1210045	4875	1	1	1	1	0	0	0	0
Mycobacterium cosmeticum	Actinobacteria	Corynebacteriales	Mycobacterium	258533	10513	1	1	1	1	0	1	0	0
Halonatronum saccharophilum	Firmicutes	Halanaerobiales	Halonatronum	150060	2520	1	1	1	1	0	0	0	0
Enhygromyxa salina	Proteobacteria	Myxococcales	Enhygromyxa	215803	8206	1	1	1	1	0	1	1	0
Actinoalloteichus cyanogriseus	Actinobacteria	Pseudonocardiales	Actinoalloteichus	65497	7319	1	1	1	1	1	1	1	0
Ketogulonicigenium vulgare	Proteobacteria	Rhodobacterales	Ketogulonicigenium	92945	7033	0	1	0	0	1	0	0	0
Thermincola ferriacetica	Firmicutes	Clostridiales	Thermincola	281456	5633	1	1	1	1	0	0	0	0
uncultured Pseudomonas sp.	Proteobacteria	Pseudomonadales	Pseudomonas	114707	2536	0	0	0	0	0	0	0	0
Anoxybacillus thermarum	Firmicutes	Bacillales	Anoxybacillus	404937	5109	1	1	1	1	0	0	0	0
Arthrobacter sp. ERGS1:01	Actinobacteria	Micrococcales	Arthrobacter	1704044	8009	1	1	1	1	0	0	1	0
Thermus sp. 2.9	Deinococcus-Thermus	Thermales	Thermus	1577051	4507	1	1	1	1	0	1	0	0
Neisseria sp. 74A18	Proteobacteria	Neisseriales	Neisseria	1696094	4442	0	1	0	0	0	0	0	0
Streptomyces sp. WMMB 322	Actinobacteria	Streptomycetales	Streptomyces	1286821	5132	1	1	1	1	1	0	1	0
Streptomyces sp. WMMB 714	Actinobacteria	Streptomycetales	Streptomyces	1286822	5139	1	1	1	1	0	0	1	0
Carnobacterium pleistocenium	Firmicutes	Lactobacillales	Carnobacterium	181073	2407	0	1	0	0	0	0	0	0
Clostridium sp. HGF2	Firmicutes	Clostridiales	Clostridium	908340	5551	1	1	1	1	0	0	0	0
Paenibacillus sp. HGF5	Firmicutes	Bacillales	Paenibacillus	908341	11556	1	1	1	1	0	1	0	0
Megasphaera sp. MJR9396C	Firmicutes	Selenomonadales	Megasphaera	1603888	2421	1	1	1	1	0	1	0	0
Alistipes sp. HGB5	Bacteroidetes	Bacteroidales	Alistipes	908612	4734	1	1	1	1	0	0	0	0
Sphingobium chlorophenolicum	Proteobacteria	Sphingomonadales	Sphingobium	46429	12013	1	1	1	1	0	0	0	0
Corynebacterium sp. CMW7794	Actinobacteria	Corynebacteriales	Corynebacterium	1603887	2722	0	1	0	0	0	0	0	0
Oscillochloris trichoides	Chloroflexi	Chloroflexales	Oscillochloris	104176	3334	1	1	1	1	0	0	0	0
Derxia gummosa	Proteobacteria	Burkholderiales	Derxia	203699	4085	1	1	1	1	1	0	0	0
Ruminococcus torques CAG:61	Firmicutes	Clostridiales	Ruminococcus	1263108	2018	0	0	1	1	0	0	0	0
Idiomarinaceae bacterium HL-53	Proteobacteria	Alteromonadales	root	1298881	5040	1	1	1	1	0	0	1	0
Streptococcus infantarius	Firmicutes	Lactobacillales	Streptococcus	102684	4885	1	1	1	1	0	0	0	0
Streptomyces sp. SS	Actinobacteria	Streptomycetales	Streptomyces	260742	5793	1	1	1	1	1	1	1	0
Prevotella copri CAG:164	Bacteroidetes	Bacteroidales	Prevotella	1263102	2330	1	1	1	1	0	0	0	0
Ruminococcus gnavus CAG:126	Firmicutes	Clostridiales	Ruminococcus	1263106	2588	1	1	1	1	0	0	0	0
Ruminococcus obeum CAG:39	Firmicutes	Clostridiales	Ruminococcus	1263107	2345	1	1	1	1	0	0	0	0
Roseburia intestinalis CAG:13	Firmicutes	Clostridiales	Roseburia	1263104	2855	1	1	1	1	0	0	0	0
Roseburia inulinivorans CAG:15	Firmicutes	Clostridiales	Roseburia	1263105	2652	1	1	1	1	0	0	0	0
Corynebacterium efficiens	Actinobacteria	Corynebacteriales	Corynebacterium	152794	3206	1	1	1	1	1	0	0	0
Pseudoramibacter alactolyticus	Firmicutes	Clostridiales	Pseudoramibacter	113287	2113	1	1	1	1	0	1	0	0
Streptomyces sp. TAA486	Actinobacteria	Streptomycetales	Streptomyces	1298880	5608	1	1	1	1	0	0	1	0
Helicobacter sp. MIT 03-1616	Proteobacteria	Campylobacterales	Helicobacter	1548148	2419	1	1	1	1	0	0	0	0
Helicobacter sp. MIT 05-5293	Proteobacteria	Campylobacterales	Helicobacter	1548149	3522	1	1	1	1	0	0	0	0
Geobacillus sp. Y412MC61	Firmicutes	Bacillales	Geobacillus	544556	3464	1	1	1	1	0	1	0	0
Helicobacter sp. MIT 03-1614	Proteobacteria	Campylobacterales	Helicobacter	1548147	3070	1	1	1	1	0	0	0	0
Serratia sp. FS14	Proteobacteria	Enterobacteriales	Serratia	1327989	6704	1	1	1	1	0	1	0	0
Azonexus hydrophilus	Proteobacteria	Rhodocyclales	Azonexus	418702	3064	1	1	1	1	0	0	0	0
Pseudomonas sp. EGD-AK9	Proteobacteria	Pseudomonadales	Pseudomonas	1386078	9038	1	1	1	1	0	0	0	0
Alcaligenes sp. EGD-AK7	Proteobacteria	Burkholderiales	Alcaligenes	1386079	4550	1	1	1	1	1	0	1	0
Cyanothece sp. PCC 8801	Cyanobacteria	Chroococcales	Cyanothece	41431	7020	1	1	1	1	1	0	0	0
Kangiella geojedonensis	Proteobacteria	Oceanospirillales	Kangiella	914150	4437	1	1	1	1	1	0	1	1
Acidovorax sp. JHL-3	Proteobacteria	Burkholderiales	Acidovorax	1276755	3354	1	1	1	1	0	0	1	0
Acidovorax sp. JHL-9	Proteobacteria	Burkholderiales	Acidovorax	1276756	3586	1	1	1	1	0	0	1	1
Desulfomicrobium orale DSM 12838	Proteobacteria	Desulfovibrionales	Desulfomicrobium	888061	2476	1	1	1	1	0	0	0	0
Streptococcus oligofermentans	Firmicutes	Lactobacillales	Streptococcus	195041	7152	0	0	0	0	0	0	0	0
Acinetobacter seifertii	Proteobacteria	Pseudomonadales	Acinetobacter	1530123	6438	1	1	1	1	0	0	1	0
Bradyrhizobium sp. ORS 375	Proteobacteria	Rhizobiales	Bradyrhizobium	566679	13554	1	1	1	1	0	0	1	0
Streptomyces xiaopingdaonensis	Actinobacteria	Streptomycetales	Streptomyces	1565415	5090	1	1	1	1	1	0	1	0
Porphyrobacter cryptus	Proteobacteria	Sphingomonadales	Porphyrobacter	196588	2706	1	1	1	1	0	0	1	0
Salegentibacter mishustinae	Bacteroidetes	Flavobacteriales	Salegentibacter	270918	6432	0	1	0	1	1	0	1	1
Nocardiopsis lucentensis	Actinobacteria	Streptosporangiales	Nocardiopsis	53441	5006	1	1	1	1	1	0	1	0
Blautia hydrogenotrophica	Firmicutes	Clostridiales	Blautia	53443	3174	0	0	0	0	0	0	0	0
Pseudomonas sp. HMSC05H02	Proteobacteria	Pseudomonadales	Pseudomonas	1581118	6917	1	1	1	1	0	1	1	0
Clostridium diolis	Firmicutes	Clostridiales	Clostridium	223919	2522	1	1	1	1	0	1	0	0
Pseudomonas chloritidismutans	Proteobacteria	Pseudomonadales	Pseudomonas	203192	7389	1	1	1	1	0	0	0	0
Haloplasma contractile	root	Haloplasmatales	Haloplasma	471825	2855	1	1	1	1	0	0	0	0
Candidatus Desulforudis audaxviator	Firmicutes	Clostridiales	Candidatus Desulforudis	471827	2145	1	1	1	1	0	0	0	0
Streptomyces ossamyceticus	Actinobacteria	Streptomycetales	Streptomyces	249581	6869	1	1	1	1	1	0	1	0
Lactobacillus nodensis	Firmicutes	Lactobacillales	Lactobacillus	460870	2725	0	1	0	0	0	0	0	0
Gordonia rhizosphera	Actinobacteria	Corynebacteriales	Gordonia	83341	5509	1	1	1	1	1	1	0	0
Wolbachia endosymbiont of Drosophila ananassae	Proteobacteria	Rickettsiales	Wolbachia	307502	2121	0	1	0	0	0	0	0	0
Thioalkalivibrio sp. ALJ24	Proteobacteria	Chromatiales	Thioalkalivibrio	545276	2426	1	1	1	1	0	0	0	0
Porphyromonas gingivicanis	Bacteroidetes	Bacteroidales	Porphyromonas	266762	4116	1	1	1	1	0	1	0	0
[Pasteurella] pneumotropica	Proteobacteria	Pasteurellales	Pasteurella	758	4495	0	1	0	0	0	0	0	0
Kurthia sp. 11kri321	Firmicutes	Bacillales	Kurthia	1750719	2892	1	1	1	1	1	0	0	0
Mycobacterium farcinogenes	Actinobacteria	Corynebacteriales	Mycobacterium	1802	9934	1	1	1	1	1	0	0	0
Microscilla marina	Bacteroidetes	Cytophagales	Microscilla	1027	7145	0	1	0	1	1	0	1	1
Lachnospiraceae bacterium ND2006	Firmicutes	Clostridiales	root	1410628	3353	0	1	0	0	0	0	0	0
Micromonospora rosaria	Actinobacteria	Micromonosporales	Micromonospora	47874	6060	1	1	1	1	1	0	1	0
Pseudomonas amygdali	Proteobacteria	Pseudomonadales	Pseudomonas	47877	50492	1	1	1	1	0	1	0	0
Beggiatoa alba	Proteobacteria	Thiotrichales	Beggiatoa	1022	3401	1	1	1	1	0	0	0	0
Pseudomonas corrugata	Proteobacteria	Pseudomonadales	Pseudomonas	47879	9574	1	1	1	1	1	0	0	0
Lachnospiraceae bacterium C6A11	Firmicutes	Clostridiales	root	1410622	2264	0	1	0	0	0	0	0	0
Lachnospiraceae bacterium AD3010	Firmicutes	Clostridiales	root	1410621	3018	0	1	0	0	0	0	0	0
Shinella sp. DD12	Proteobacteria	Rhizobiales	Shinella	1410620	12492	1	1	1	1	1	1	0	0
Candidatus Methylopumilus turicensis	Proteobacteria	Methylophilales	Candidatus Methylopumilus	1581680	3424	1	1	1	1	0	0	0	0
Chloroflexi bacterium CSP1-4	Chloroflexi	root	root	1640513	2463	0	1	0	0	0	0	1	0
Lachnospiraceae bacterium FE2018	Firmicutes	Clostridiales	root	1410624	2677	0	0	0	0	0	1	0	0
Pseudonocardia sp. AL041005-10	Actinobacteria	Pseudonocardiales	Pseudonocardia	445576	4555	1	1	1	1	0	1	1	0
Streptomyces floridae	Actinobacteria	Streptomycetales	Streptomyces	68201	2635	0	1	0	0	0	0	1	0
Novosphingobium tardaugens	Proteobacteria	Sphingomonadales	Novosphingobium	169176	3685	1	1	1	1	0	0	0	0
Exiguobacterium undae	Firmicutes	Bacillales	Exiguobacterium	169177	5065	1	1	1	1	0	0	1	0
Citrobacter sp. L17	Proteobacteria	Enterobacteriales	Citrobacter	1212820	4855	1	1	1	1	0	0	0	0
Bacteroides sp. 3_2_5	Bacteroidetes	Bacteroidales	Bacteroides	457392	4252	1	1	1	1	0	0	0	0
Streptomyces prasinus	Actinobacteria	Streptomycetales	Streptomyces	67345	4715	0	1	1	0	1	1	1	0
Bacteroides sp. 3_1_23	Bacteroidetes	Bacteroidales	Bacteroides	457390	7191	1	1	1	1	0	0	0	0
Bacteroides sp. 3_1_33FAA	Bacteroidetes	Bacteroidales	Bacteroides	457391	5684	1	1	1	1	0	0	0	0
Clostridium sp. 7_2_43FAA	Firmicutes	Clostridiales	Clostridium	457396	6695	0	1	0	0	0	0	0	0
Clostridium sp. 1_1_41A1FAA	Firmicutes	Clostridiales	Clostridium	457397	4775	1	1	1	1	0	0	0	0
Bacteroides sp. 4_3_47FAA	Bacteroidetes	Bacteroidales	Bacteroides	457394	5270	1	1	1	1	0	0	0	0
Bacteroides sp. 9_1_42FAA	Bacteroidetes	Bacteroidales	Bacteroides	457395	5624	1	1	1	1	0	0	0	0
Desulfovibrio sp. 3_1_syn3	Proteobacteria	Desulfovibrionales	Desulfovibrio	457398	4747	1	1	1	1	0	0	0	0
Planococcus sp. PAMC 21323	Firmicutes	Bacillales	Planococcus	1526927	6007	1	1	1	1	0	0	1	0
[Clostridium] asparagiforme	Firmicutes	Clostridiales	Lachnoclostridium	333367	5163	0	1	0	0	0	0	0	0
Bacteroides sp. D2	Bacteroidetes	Bacteroidales	Bacteroides	556259	8545	1	1	1	1	0	0	0	0
Bacteroides sp. D1	Bacteroidetes	Bacteroidales	Bacteroides	556258	4726	1	1	1	1	0	0	0	0
Bradyrhizobium lupini HPC(L)	Proteobacteria	Rhizobiales	Bradyrhizobium	1229491	4614	1	1	1	1	1	0	0	0
Erythrobacter sp. s21-N3	Proteobacteria	Sphingomonadales	Erythrobacter	1648404	5506	1	1	1	1	0	0	1	0
Paenibacillus sp. MT18	Firmicutes	Bacillales	Paenibacillus	1720296	4671	1	1	1	1	0	1	0	0
Methylosarcina lacus	Proteobacteria	Methylococcales	Methylosarcina	136992	3737	1	1	1	1	0	0	1	0
Methylosinus sp. LW4	Proteobacteria	Rhizobiales	Methylosinus	136993	4006	1	1	1	1	0	0	0	0
Porphyromonas gulae	Bacteroidetes	Bacteroidales	Porphyromonas	111105	31888	1	1	1	1	0	1	0	0
Rhodococcus sp. p52	Actinobacteria	Corynebacteriales	Rhodococcus	935199	2232	0	1	0	0	0	0	0	0
[Clostridium] straminisolvens	Firmicutes	Clostridiales	Ruminiclostridium	253314	2256	0	1	1	0	0	0	0	0
Opitutaceae bacterium BACL24 MAG-120322-bin51	Verrucomicrobia	Opitutales	root	1655636	2387	1	1	1	1	0	0	0	0
Lactobacillus zymae	Firmicutes	Lactobacillales	Lactobacillus	267363	2312	0	1	0	1	0	0	0	0
Bacteroides finegoldii	Bacteroidetes	Bacteroidales	Bacteroides	338188	6496	1	1	1	1	0	0	0	0
Lactobacillus acidifarinae	Firmicutes	Lactobacillales	Lactobacillus	267364	2573	0	1	0	1	0	0	0	0
Idiomarina sp. H105	Proteobacteria	Alteromonadales	Idiomarina	1766622	9812	1	1	1	1	0	0	1	0
Pseudoalteromonas sp. XI10	Proteobacteria	Alteromonadales	Pseudoalteromonas	1766621	6999	1	1	1	1	0	0	1	0
Microbacterium mangrovi	Actinobacteria	Micrococcales	Microbacterium	1348253	7419	1	1	1	1	1	0	1	0
Microbacterium sp. Root53	Actinobacteria	Micrococcales	Microbacterium	1736553	5210	1	1	1	1	1	0	0	0
Chlorobi bacterium NICIL-2	Chlorobi	root	root	1662223	2105	1	1	1	1	1	0	1	1
Corynebacterium casei	Actinobacteria	Corynebacteriales	Corynebacterium	160386	4064	1	1	1	1	0	0	0	0
Spiroplasma mirum ATCC 29335	Tenericutes	Entomoplasmatales	Spiroplasma	838561	2474	0	0	0	0	0	0	0	0
Pedobacter sp. Hv1	Bacteroidetes	Sphingobacteriales	Pedobacter	1740090	8464	1	1	1	1	1	0	1	0
Dickeya sp. 2B12	Proteobacteria	Enterobacteriales	Dickeya	1577887	3467	1	1	1	1	0	0	0	0
Treponema sp. OMZ 838	Spirochaetes	Spirochaetales	Treponema	1539298	4479	0	0	0	0	0	1	0	0
Francisella guangzhouensis	Proteobacteria	Thiotrichales	Francisella	594679	2903	0	1	0	0	0	0	0	0
Bacteroidetes bacterium HLUCCA01	Bacteroidetes	root	root	1666909	2706	1	1	1	1	0	0	1	0
Erythrobacteraceae bacterium HL-111	Proteobacteria	Sphingomonadales	root	1666908	2869	1	1	1	1	1	0	1	0
Acinetobacter sp. MDS7A	Proteobacteria	Pseudomonadales	Acinetobacter	1209355	2200	1	1	1	1	0	0	0	0
Prevotella marshii	Bacteroidetes	Bacteroidales	Prevotella	189722	2041	0	1	0	0	0	0	0	0
Phormidium sp. OSCR	Cyanobacteria	Oscillatoriales	Phormidium	1666905	4157	1	1	1	1	0	0	0	0
Arsenicicoccus bolidensis	Actinobacteria	Micrococcales	Arsenicicoccus	229480	2955	0	1	0	0	0	0	0	0
Halomonas sp. HL-93	Proteobacteria	Oceanospirillales	Halomonas	1666906	3402	1	1	1	1	0	0	0	0
Enterobacter sp. MT20	Proteobacteria	Enterobacteriales	Enterobacter	1755099	3645	1	1	1	1	0	1	0	0
Arenimonas oryziterrae	Proteobacteria	Xanthomonadales	Arenimonas	498055	2855	0	1	0	1	1	0	1	1
Enterobacter sp. 35699	Proteobacteria	Enterobacteriales	Enterobacter	1619248	7141	1	1	1	1	0	1	0	0
Enterobacter sp. 42324	Proteobacteria	Enterobacteriales	Enterobacter	1619249	5760	1	1	1	1	0	1	0	0
Algiphilus aromaticivorans	Proteobacteria	Nevskiales	Algiphilus	382454	3398	1	1	1	1	0	0	0	0
Methylotenera mobilis	Proteobacteria	Methylophilales	Methylotenera	359408	4712	1	1	1	1	0	0	0	0
Enterobacter sp. 35669	Proteobacteria	Enterobacteriales	Enterobacter	1619244	6452	1	1	1	1	0	1	0	0
Microcystis sp. T1-4	Cyanobacteria	Chroococcales	Microcystis	1160279	7791	1	1	1	1	0	0	0	0
Enterobacter sp. 42202	Proteobacteria	Enterobacteriales	Enterobacter	1619246	4855	1	1	1	1	0	1	0	0
Enterobacter sp. 35730	Proteobacteria	Enterobacteriales	Enterobacter	1619247	6731	1	1	1	1	0	1	0	0
Acinetobacter rudis	Proteobacteria	Pseudomonadales	Acinetobacter	632955	3551	1	1	1	1	0	0	1	0
Brevibacillus choshinensis	Firmicutes	Bacillales	Brevibacillus	54911	11331	1	1	1	1	0	1	1	0
Oceanimonas sp. GK1	Proteobacteria	Aeromonadales	Oceanimonas	511062	6348	1	1	1	1	0	0	0	0
Komagataeibacter medellinensis	Proteobacteria	Rhodospirillales	Komagataeibacter	1177712	2748	1	1	1	1	0	0	0	0
Aquimarina muelleri	Bacteroidetes	Flavobacteriales	Aquimarina	279356	3863	1	1	1	1	1	0	1	1
Gramella echinicola	Bacteroidetes	Flavobacteriales	Gramella	279359	3078	0	1	0	1	1	0	1	1
Chryseobacterium luteum	Bacteroidetes	Flavobacteriales	Chryseobacterium	421531	8154	1	1	1	1	1	0	0	0
Bartonella schoenbuchensis	Proteobacteria	Rhizobiales	Bartonella	165694	2890	0	1	0	0	0	0	0	0
Synechococcus sp. NKBG042902	Cyanobacteria	Chroococcales	Synechococcus	490193	2478	0	1	1	0	0	0	0	0
Cellulomonas bogoriensis	Actinobacteria	Micrococcales	Cellulomonas	301388	2643	1	1	1	1	0	0	0	0
Nesterenkonia alba	Actinobacteria	Micrococcales	Nesterenkonia	515814	2198	1	1	1	1	0	0	0	0
Prevotella sp. 10(H)	Bacteroidetes	Bacteroidales	Prevotella	1158294	3417	1	1	1	1	0	0	0	0
Bacillus sp. TS-2	Firmicutes	Bacillales	Bacillus	1450694	7956	1	1	1	1	0	0	0	0
Xanthomonas alfalfae	Proteobacteria	Xanthomonadales	Xanthomonas	366650	4246	0	1	0	1	1	0	1	0
Pseudovibrio sp. POLY-S9	Proteobacteria	Rhodobacterales	Pseudovibrio	1576596	5437	0	1	1	0	0	0	1	0
Pseudomonas sp. CFT9	Proteobacteria	Pseudomonadales	Pseudomonas	911244	6890	1	1	1	1	0	0	1	0
Streptomyces sp. TOR3209	Actinobacteria	Streptomycetales	Streptomyces	1073567	3748	0	1	0	0	1	0	0	0
Bacillus hemicellulosilyticus	Firmicutes	Bacillales	Bacillus	127886	3772	1	1	1	1	0	1	0	0
Shigella boydii	Proteobacteria	Enterobacteriales	Shigella	621	11494	1	1	1	1	0	1	0	0
Marinitoga piezophila	Thermotogae	Petrotogales	Marinitoga	149715	2021	0	0	1	1	0	0	0	0
Petrotoga mobilis	Thermotogae	Petrotogales	Petrotoga	69499	5517	0	0	0	0	0	0	0	0
Sporosarcina sp. ZBG7A	Firmicutes	Bacillales	Sporosarcina	1582223	3193	0	1	0	0	1	1	1	0
Halomonas sp. S2151	Proteobacteria	Oceanospirillales	Halomonas	579478	8324	1	1	1	1	0	0	0	0
Mycobacterium vulneris	Actinobacteria	Corynebacteriales	Mycobacterium	547163	12956	1	1	1	1	1	0	0	0
Mesorhizobium sp. L2C066B000	Proteobacteria	Rhizobiales	Mesorhizobium	1287105	9119	1	1	1	1	0	1	1	0
Necropsobacter rosorum	Proteobacteria	Pasteurellales	Necropsobacter	908285	2246	0	1	0	0	0	0	0	0
Streptococcus sp. I-P16	Firmicutes	Lactobacillales	Streptococcus	1156433	3064	0	0	0	0	0	0	0	0
Streptococcus sp. I-G2	Firmicutes	Lactobacillales	Streptococcus	1156431	2963	0	0	0	0	0	0	0	0
Melioribacter roseus	Ignavibacteriae	Ignavibacteriales	Melioribacter	1134405	2835	1	1	1	1	0	0	0	0
Staphylococcus sp. OJ82	Firmicutes	Bacillales	Staphylococcus	1202667	3671	0	1	0	0	0	0	0	0
Coleofasciculus chthonoplastes	Cyanobacteria	Oscillatoriales	Coleofasciculus	64178	6617	1	1	1	1	0	0	0	0
Massilia sp. JS1662	Proteobacteria	Burkholderiales	Massilia	1519190	11513	1	1	1	1	0	0	1	0
Pseudomonas sp. DSM 29167	Proteobacteria	Pseudomonadales	Pseudomonas	1615674	8131	1	1	1	1	0	0	1	0
Thiomonas arsenitoxydans	Proteobacteria	Burkholderiales	Thiomonas	426114	6663	1	1	1	1	0	0	1	0
Zobellia galactanivorans	Bacteroidetes	Flavobacteriales	Zobellia	63186	9195	0	1	0	1	1	0	1	1
Pseudogulbenkiania sp. MAI-1	Proteobacteria	Neisseriales	Pseudogulbenkiania	990370	3757	1	1	1	1	0	0	1	0
Methylobacterium sp. 4-46	Proteobacteria	Rhizobiales	Methylobacterium	426117	10919	1	1	1	1	0	0	0	0
Chelonobacter oris	Proteobacteria	Pasteurellales	Chelonobacter	505317	4613	0	1	0	0	0	0	0	0
Sphingobium indicum B90A	Proteobacteria	Sphingomonadales	Sphingobium	861109	3918	1	1	1	1	0	1	0	0
Paenibacillus pinihumi	Firmicutes	Bacillales	Paenibacillus	669462	8000	1	1	1	1	1	1	0	0
Paenibacillus pini	Firmicutes	Bacillales	Paenibacillus	669461	4096	0	1	1	0	0	0	1	1
Myxococcales bacterium SG8_38_1	Proteobacteria	Myxococcales	root	1703408	3129	1	1	1	1	0	1	0	0
Phycisphaerae bacterium SG8_4	Planctomycetes	root	root	1703409	3333	1	1	1	1	0	0	0	0
Gammaproteobacteria bacterium SG8_47	Proteobacteria	root	root	1703406	2444	1	1	1	1	0	0	0	0
Myxococcales bacterium SG8_38	Proteobacteria	Myxococcales	root	1703407	2878	0	1	1	0	0	1	0	0
Gammaproteobacteria bacterium SG8_30	Proteobacteria	root	root	1703404	2375	1	1	1	1	0	0	1	0
Bradyrhizobium diazoefficiens	Proteobacteria	Rhizobiales	Bradyrhizobium	1355477	19684	1	1	1	1	1	0	1	0
Gammaproteobacteria bacterium SG8_11	Proteobacteria	root	root	1703402	3358	1	1	1	1	0	0	0	0
Gammaproteobacteria bacterium SG8_15	Proteobacteria	root	root	1703403	2340	0	1	0	1	0	0	0	0
Desulfobacterales bacterium SG8_35	Proteobacteria	Desulfobacterales	root	1703400	2236	0	1	1	0	0	0	0	0
Nocardioides luteus	Actinobacteria	Propionibacteriales	Nocardioides	1844	10262	1	1	1	1	1	1	1	1
Clostridium tetani	Firmicutes	Clostridiales	Clostridium	1513	24109	0	1	0	0	0	0	0	0
Rheinheimera sp. KL1	Proteobacteria	Chromatiales	Rheinheimera	1635005	7163	1	1	1	1	0	0	1	0
Catenovulum agarivorans	Proteobacteria	Alteromonadales	Catenovulum	1172192	7705	1	1	1	1	0	0	0	0
Sulfurimonas sp. AST-10	Proteobacteria	Campylobacterales	Sulfurimonas	1172190	4476	1	1	1	1	0	0	0	0
Frankia sp. DSM 45899	Actinobacteria	Frankiales	Frankia	1747450	7789	1	1	1	1	0	0	0	0
Streptomyces globisporus	Actinobacteria	Streptomycetales	Streptomyces	1908	18889	1	1	1	1	1	1	1	0
Streptomyces fradiae	Actinobacteria	Streptomycetales	Streptomyces	1906	18058	1	1	1	1	0	1	1	0
Streptomyces glaucescens	Actinobacteria	Streptomycetales	Streptomyces	1907	12875	1	1	1	1	0	0	1	0
Streptomyces exfoliatus	Actinobacteria	Streptomycetales	Streptomyces	1905	13398	1	1	1	1	1	1	1	0
Sedimenticola sp. SIP-G1	Proteobacteria	root	Sedimenticola	1543721	6956	1	1	1	1	0	0	1	0
Streptomyces corchorusii	Actinobacteria	Streptomycetales	Streptomyces	1903	14258	1	1	1	1	1	0	1	0
Teredinibacter sp. 991H.S.0a.06	Proteobacteria	Cellvibrionales	Teredinibacter	1286365	2364	1	1	1	1	0	0	0	0
Streptomyces clavuligerus	Actinobacteria	Streptomycetales	Streptomyces	1901	8093	1	1	1	1	1	0	1	0
Methylocystis sp. SB2	Proteobacteria	Rhizobiales	Methylocystis	743836	3016	1	1	1	1	0	0	0	0
Paenibacillus sp. P1XP2	Firmicutes	Bacillales	Paenibacillus	1472719	10659	1	1	1	1	0	1	0	0
Rhizobium vignae	Proteobacteria	Rhizobiales	Rhizobium	690585	5493	1	1	1	1	1	0	1	0
Desulfospira joergensenii	Proteobacteria	Desulfobacterales	Desulfospira	53329	5401	1	1	1	1	0	1	0	0
Gloeocapsa sp. PCC 73106	Cyanobacteria	Chroococcales	Gloeocapsa	102232	7781	1	1	1	1	0	0	0	0
Comamonas thiooxydans	Proteobacteria	Burkholderiales	Comamonas	363952	6982	1	1	1	1	0	0	1	0
Chelatococcus sambhunathii	Proteobacteria	Rhizobiales	Chelatococcus	363953	8036	1	1	1	1	1	0	0	0
Kitasatospora mediocidica	Actinobacteria	Streptomycetales	Kitasatospora	58352	6918	1	1	1	1	1	0	1	1
Yersinia wautersii	Proteobacteria	Enterobacteriales	Yersinia	1341643	7350	1	1	1	1	0	1	0	0
Woodsholea maritima	Proteobacteria	Caulobacterales	Woodsholea	240237	2804	1	1	1	1	1	0	1	0
Streptomyces sp. JS01	Actinobacteria	Streptomycetales	Streptomyces	1525753	12179	1	1	1	1	1	0	1	0
Enterococcus italicus	Firmicutes	Lactobacillales	Enterococcus	246144	2044	0	1	0	0	0	0	0	0
Catenulispora acidiphila	Actinobacteria	Catenulisporales	Catenulispora	304895	8570	1	1	1	1	1	0	1	0
Rudanella lutea	Bacteroidetes	Cytophagales	Rudanella	451374	5090	1	1	1	1	0	0	1	0
uncultured bacterium (gcode 4)	root	root	root	1234023	8859	0	0	0	0	0	0	0	0
Sphingobium japonicum	Proteobacteria	Sphingomonadales	Sphingobium	332056	6934	1	1	1	1	0	1	0	0
Actinospica acidiphila	Actinobacteria	Catenulisporales	Actinospica	304899	2751	0	1	0	1	0	0	1	0
Fervidicella metallireducens	Firmicutes	Clostridiales	Fervidicella	655338	2527	0	0	0	0	0	0	0	0
Clostridium sp. ND2	Firmicutes	Clostridiales	Clostridium	1347366	3215	1	1	1	1	0	0	0	0
Deinococcus peraridilitoris	Deinococcus-Thermus	Deinococcales	Deinococcus	432329	4170	1	1	1	1	0	1	1	0
Arenibacter algicola	Bacteroidetes	Flavobacteriales	Arenibacter	616991	4436	1	1	1	1	1	0	1	1
Lactobacillus paucivorans	Firmicutes	Lactobacillales	Lactobacillus	616990	4192	0	0	0	0	0	0	0	0
Polycyclovorans algicola	Proteobacteria	Nevskiales	Polycyclovorans	616992	3265	1	1	1	1	0	0	0	0
Bacillus sp. FF4	Firmicutes	Bacillales	Bacillus	1347369	4111	0	1	0	0	0	1	0	0
Bacillus sp. FF3	Firmicutes	Bacillales	Bacillus	1347368	3783	1	1	1	1	0	1	1	0
Borrelia miyamotoi	Spirochaetes	Spirochaetales	Borrelia	47466	2901	0	0	0	0	0	0	0	0
Janthinobacterium sp. Marseille	Proteobacteria	Burkholderiales	Janthinobacterium	375286	7726	1	1	1	1	0	0	0	0
