Species	Phylum	Order	Genus	TaxID	Num_Prot	B12_producer	niacin_synthesis	biotin_synthesis	anaerobic_synthesis	aerobic_synthesis	early_pathway	late_pathway	MCM_B12_related	METE_B12_related	METH_B12_related	RNR_I_B12_related	RNR_II_B12_related	bluB_B12_related	btuB_B12_transport	btuC_B12_transport	btuD_B12_transport	btuF_B12_transport	cbiZ_2_B12_related	cobA_aerobe_aerobic_synthesis	cobI_aerobic_synthesis	cobG_aerobic_synthesis	cobJ_aerobic_synthesis	cobM_aerobic_synthesis	cobF_aerobic_synthesis	cobK_aerobic_synthesis	cobL_aerobic_synthesis	cobH_aerobic_synthesis	cobB_aerobic_synthesis	cobN_aerobic_synthesis	cobS_aerobe_aerobic_synthesis	cobT_aerobe_aerobic_synthesis	cobR_aerobic_synthesis	cobO_aerobic_synthesis	cobQ_aerobic_synthesis	cobD_aerobic_synthesis	cobP_aerobic_synthesis	cobV_aerobic_synthesis	cobU_aerobe_aerobic_synthesis	cysG_anaerobic_synthesis	cbiXL_anaerobic_synthesis	cbiK_anaerobic_synthesis	cbiL_anaerobic_synthesis	cbiH_anaerobic_synthesis	cbiF_anaerobic_synthesis	cbiG_anaerobic_synthesis	cbiD_anaerobic_synthesis	cbiJ_anaerobic_synthesis	cbiE_anaerobic_synthesis	cbiT_anaerobic_synthesis	cbiC_anaerobic_synthesis	cbiA_anaerobic_synthesis	fldA_anaerobic_synthesis	cobA_anaerobe_anaerobic_synthesis	cbiP_anaerobic_synthesis	cbiB_anaerobic_synthesis	cobU_anaerobe_anaerobic_synthesis	cobS_anaerobe_anaerobic_synthesis	cobT_anaerobe_anaerobic_synthesis	cobC_anaerobic_synthesis	cblT_B12_related	cblS_B12_related	bzaA_anaerobic_DMB	bzaB_anaerobic_DMB	bzaC_anaerobic_DMB	bzaD_anaerobic_DMB	bzaE_anaerobic_DMB	B12_related	B12_transport	not_in
Pseudomonas sp. 2(2015)	Proteobacteria	Pseudomonadales	Pseudomonas	1619950	9939	1	1	1	17	17	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	10	4	"cobV,cbiXL,nrdF,nrdG,kmo,had,hpaB,cblS,bzaE,fldA,cobS_aerobe,bzaD,cblT,cbiZ,cbiK,bzaC,cbiG,MCM,kynu,cobT_aerobe,cbiZ_2,nrdJ_alt"
Burkholderiaceae bacterium 26	Proteobacteria	Burkholderiales	root	1619951	9639	0	1	1	9	9	0	0	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	10	4	"bluB,cbiXL,cbiD,cobF,cobG,pabC,cobB,cobL,cobN,cobH,cobI,cobJ,cobK,nrdF,nrdG,kmo,hpaB,cblS,bzaE,fldA,cobS_aerobe,bzaD,cbiT,cblT,cbiL,cbiZ,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiC,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Burkholderiaceae bacterium 16	Proteobacteria	Burkholderiales	root	1619952	15598	0	1	1	10	13	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	1	11	4	"cbiXL,cbiD,cobF,cobG,pabC,cobL,cobH,cobI,cobJ,cobK,nrdF,nrdG,kmo,had,cblS,fldA,bzaD,cbiT,cblT,cbiL,cbiZ,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiC,cbiE,cbiZ_2,nrdJ_alt"
Streptomyces megasporus	Actinobacteria	Streptomycetales	Streptomyces	44060	4876	1	1	1	16	15	1	0	1	0	1	0	1	1	0	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	0	9	2	"cobV,btuF,cobS_anaerobe,btuB,cobF,cobK,nrdB,nrdD,nrdF,nrdG,had,hpaB,cblS,bioD2,bzaE,fldA,cobS_aerobe,bzaD,cbiT,cblT,nadX,cbiJ,cbiK,bzaC,METE,cobT_aerobe,cbiZ_2,nrdJ_alt"
Rhodanobacter sp. Root179	Proteobacteria	Xanthomonadales	Rhodanobacter	1736482	5829	0	1	1	2	1	0	0	1	0	1	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	7	3	"cobV,cobP,cobQ,cobR,bluB,cbiXL,cobS_anaerobe,btuC,cobD,cbiD,cobF,cobG,cobB,cobC,cobL,cobM,cobN,cobO,cobH,cobI,cobJ,cobK,nrdB,nrdD,nrdF,nrdG,hpaB,cblS,bzaE,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,METE,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Streptomyces sp. CT34	Actinobacteria	Streptomycetales	Streptomyces	1553907	6303	1	1	1	15	15	1	0	1	1	1	1	1	1	0	1	1	0	0	1	0	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	11	2	"btuF,btuB,cobF,pabC,cobI,cobJ,nrdD,nrdG,had,hpaB,cblS,bioD2,bzaE,fldA,cobS_aerobe,bzaD,cbiT,cblT,cbiL,cbiZ,nadX,cbiH,cbiK,bzaC,cbiG,cobT_aerobe,cbiZ_2,nrdJ_alt"
Microbacterium sp. Root180	Actinobacteria	Micrococcales	Microbacterium	1736483	6054	0	1	0	2	1	0	0	0	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	"bioB,cobV,cobP,cobQ,cobR,bluB,cbiXL,btuF,cobS_anaerobe,btuB,cobD,cbiD,cobF,cobG,pabC,cobB,cobC,cobL,cobM,cobN,cobO,cobH,cobI,cobJ,cobK,nrdD,nrdG,had,hpaB,cblS,bioD2,bioD1,bio1,bzaE,bioF,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,bzaD,METH,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiA,cbiB,cbiC,MCM,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Achromobacter sp. Root170	Proteobacteria	Burkholderiales	Achromobacter	1736480	10179	0	0	0	3	3	0	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	10	4	"cobV,cobP,cobQ,bluB,cbiXL,cobS_anaerobe,cobD,cbiD,cobF,cobG,pabC,cobB,cobL,cobN,cobO,cobH,cobI,cobJ,cobK,nrdG,kmo,had,hpaB,cblS,bzaE,bioF,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cbiT,cblT,cbiP,cbiL,cbiZ,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,MCM,nadA,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Mesorhizobium sp. LNJC380A00	Proteobacteria	Rhizobiales	Mesorhizobium	1287264	7205	1	0	0	16	20	0	1	1	0	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	5	1	"bioB,cbiXL,btuF,btuC,btuB,cbiD,pabC,nrdA,nrdB,nrdD,nrdE,nrdF,nrdG,kmo,had,cblS,bioD2,bioD1,RNR_I,fldA,cblT,cbiZ,nadX,cbiK,bzaC,bzaB,bzaA,cbiG,METE,nadC,nadA,cbiZ_2,nrdJ_alt"
Leeuwenhoekiella blandensis	Bacteroidetes	Flavobacteriales	Leeuwenhoekiella	360293	3461	0	0	1	2	2	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	"cobV,cobP,cobQ,cobR,bluB,cbiXL,cobS_anaerobe,cobD,cbiD,cobF,cobG,cobB,cobC,cobL,cobN,cobO,cobH,cobI,cobJ,cobK,nrdB,nrdD,nrdF,nrdG,hpaB,cblS,bioD2,bzaE,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiA,cbiB,cbiC,METE,nadA,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Mesorhizobium sp. LNJC384A00	Proteobacteria	Rhizobiales	Mesorhizobium	1287268	7535	1	1	1	16	19	1	0	1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	6	1	"cbiXL,btuF,btuC,btuB,cbiD,pabC,cobN,nrdA,nrdB,nrdD,nrdE,nrdF,nrdG,kmo,had,cblS,bioD2,RNR_I,fldA,cblT,cbiZ,nadX,cbiK,bzaC,bzaB,bzaA,cbiG,cbiZ_2,nrdJ_alt"
Rheinheimera texasensis	Proteobacteria	Chromatiales	Rheinheimera	306205	3873	0	1	1	4	3	0	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	8	4	"cobV,cobP,cobQ,cobR,bluB,cbiXL,cobS_anaerobe,cobD,cbiD,cobF,cobG,cobB,cobC,cobL,cobN,cobH,cobI,cobJ,cobK,nrdD,nrdF,nrdG,kmo,had,hpaB,cblS,bzaE,cobT_anaerobe,cobT_alt_dmb,cobS_aerobe,bzaD,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,MCM,kynu,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Pelobacter propionicus	Proteobacteria	Desulfuromonadales	Pelobacter	29543	3595	1	1	1	19	15	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	9	3	"cobR,bluB,btuF,cobF,cobG,pabC,cobK,nrdB,nrdD,nrdF,nrdG,kmo,had,hpaB,cblS,cblT,nadX,cbiJ,cbiK,bzaC,kynu,METE,cobT_aerobe,nrdJ_alt"
Rhodothermus marinus	Bacteroidetes	Bacteroidetes Order II. Incertae sedis	Rhodothermus	29549	5572	0	1	1	3	4	0	0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	9	4	"cobV,cobP,cobQ,bluB,cbiXL,cobS_anaerobe,cobD,cbiD,cobF,pabC,cobB,cobL,cobN,cobO,cobH,cobI,cobJ,cobK,nrdD,nrdF,nrdG,kmo,had,hpaB,cblS,bzaE,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,kynu,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Sphingomonas sp. Mn802worker	Proteobacteria	Sphingomonadales	Sphingomonas	629773	2963	1	1	0	13	19	0	1	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	10	2	"cobR,cbiXL,btuF,btuC,cbiD,pabC,cobC,nrdD,nrdG,kmo,had,hpaB,cblS,bioD2,bioD1,bio1,bzaE,fldA,bzaD,cblT,cbiZ,nadX,cbiJ,cbiK,bzaC,cbiG,METE,cbiE,cbiZ_2,nrdJ_alt"
Solimonas variicoloris	Proteobacteria	Nevskiales	Solimonas	254408	3436	0	1	1	8	9	0	0	1	0	1	1	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	0	1	1	0	0	0	8	4	"cobV,bluB,cbiXL,cobS_anaerobe,cbiD,cobF,cobG,cobC,cobL,cobN,cobH,cobI,cobJ,cobK,nrdD,nrdF,nrdG,kmo,had,hpaB,cblS,bzaE,fldA,cobS_aerobe,bzaD,cbiT,cblT,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiC,kynu,METE,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Geobacillus sp. BCO2	Firmicutes	Bacillales	Geobacillus	1547578	4648	1	1	1	17	14	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	1	1	0	0	0	13	3	"cobV,bluB,cobS_anaerobe,btuB,cobG,cobN,cobK,nrdD,nrdG,kmo,had,cblS,bzaE,fldA,cobS_aerobe,bzaD,cbiT,nadX,cbiK,bzaC,kynu,cobT_aerobe,nrdJ_alt"
Lactococcus lactis	Firmicutes	Lactobacillales	Lactococcus	1358	71574	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	10	2	"bioB,cobV,cobP,cobQ,cobR,bluB,cbiXL,btuF,cobS_anaerobe,btuB,cobD,cbiD,cobF,cobG,pabC,cobB,cobL,cobM,cobN,cobO,cobH,cobI,cobJ,cobK,kmo,had,hpaB,cblS,bioD2,bioD1,bio1,bzaE,bioF,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,METH,cobA_aerobe,cbiT,cysG,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiA,cbiB,cbiC,MCM,kynu,nadC,cbiF,nadA,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Enterococcus gallinarum	Firmicutes	Lactobacillales	Enterococcus	1353	13138	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	"bioB,cobV,cobP,cobQ,cobR,bluB,cbiXL,btuF,cobS_anaerobe,btuB,cobD,cbiD,cobF,cobG,cobB,cobC,cobL,cobM,cobN,cobO,cobH,cobI,cobJ,cobK,kmo,had,hpaB,cblS,bioD2,bioD1,bio1,bzaE,bioF,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,bzaD,METH,cobA_aerobe,cbiT,cysG,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiA,cbiB,cbiC,MCM,kynu,METE,nadC,cbiF,nadA,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Fluoribacter gormanii	Proteobacteria	Legionellales	Fluoribacter	464	6377	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	"cobV,cobP,cobQ,cobR,bluB,cbiXL,btuF,cobS_anaerobe,btuC,btuB,cobD,cbiD,cobF,cobG,cobB,cobC,cobL,cobM,cobN,cobO,cobH,cobI,cobJ,cobK,nrdD,nrdF,nrdG,had,hpaB,cblS,bzaE,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,bzaD,METH,cobA_aerobe,cbiT,cysG,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiA,cbiB,cbiC,MCM,kynu,METE,cbiF,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Enterococcus faecalis	Firmicutes	Lactobacillales	Enterococcus	1351	130944	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	2	"bioB,cobV,cobP,cobQ,cobR,bluB,cbiXL,btuF,cobS_anaerobe,btuB,cobD,cbiD,cobF,cobG,cobB,cobL,cobM,cobN,cobO,cobH,cobI,cobJ,cobK,kmo,had,hpaB,cblS,bioD2,bio1,bzaE,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,bzaD,METH,cobA_aerobe,cbiT,cysG,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiA,cbiB,cbiC,MCM,kynu,METE,nadC,cbiF,nadA,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Legionella maceachernii	Proteobacteria	Legionellales	Tatlockia	466	6184	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6	1	"cobV,cobP,cobQ,cobR,bluB,cbiXL,btuF,cobS_anaerobe,btuC,btuB,cobD,cbiD,cobF,cobG,cobB,cobC,cobL,cobM,cobN,cobO,cobH,cobI,cobJ,cobK,nrdD,nrdF,nrdG,had,hpaB,cblS,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,METH,cobA_aerobe,cbiT,cysG,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiA,cbiB,cbiC,MCM,kynu,METE,cbiF,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Legionella steigerwaltii	Proteobacteria	Legionellales	Legionella	460	6602	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	"cobV,cobP,cobQ,cobR,bluB,cbiXL,btuF,cobS_anaerobe,btuC,btuB,cobD,cbiD,cobF,cobG,cobB,cobC,cobL,cobM,cobN,cobO,cobH,cobI,cobJ,cobK,nrdD,nrdF,nrdG,had,hpaB,cblS,bzaE,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,bzaD,METH,cobA_aerobe,cbiT,cysG,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiA,cbiB,cbiC,MCM,kynu,METE,cbiF,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Fluoribacter dumoffii	Proteobacteria	Legionellales	Fluoribacter	463	3700	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	"cobV,cobP,cobQ,cobR,bluB,cbiXL,btuF,cobS_anaerobe,btuC,btuB,cobD,cbiD,cobF,cobG,cobB,cobC,cobL,cobM,cobN,cobO,cobH,cobI,cobJ,cobK,nrdD,nrdF,nrdG,had,hpaB,cblS,bzaE,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,bzaD,METH,cobA_aerobe,cbiT,cysG,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiA,cbiB,cbiC,MCM,kynu,METE,cbiF,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Enterococcus hirae	Firmicutes	Lactobacillales	Enterococcus	1354	9507	1	0	0	15	10	1	0	0	0	1	1	1	0	0	1	1	0	0	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	11	2	"bioA,cobR,bluB,cbiXL,btuF,btuB,cobF,cobG,cobL,cobN,cobO,cobH,kmo,had,hpaB,bioD2,bio1,bzaE,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cbiT,cblT,cbiZ,pabA,nadX,bzaC,bzaB,bzaA,cbiC,MCM,kynu,METE,nadC,nadA,cobU_aerobe,cobT_aerobe,cbiZ_2,nrdJ_alt"
Acinetobacter sp. ETR1	Proteobacteria	Pseudomonadales	Acinetobacter	1485002	6857	0	1	1	5	6	0	0	0	1	1	1	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	8	3	"cobQ,bluB,cbiXL,btuF,cobD,cbiD,cobF,cobG,cobB,cobC,cobL,cobN,cobO,cobH,cobI,cobJ,cobK,nrdD,nrdF,nrdG,had,cblS,bzaE,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cbiT,cblT,cbiP,cbiL,cbiZ,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,MCM,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Mycobacterium conceptionense	Actinobacteria	Corynebacteriales	Mycobacterium	451644	14737	1	1	1	11	16	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	1	0	0	0	0	0	1	1	0	1	1	1	1	0	1	0	0	0	1	1	0	0	0	10	2	"cobV,cbiXL,btuF,cobS_anaerobe,btuB,cbiD,cobG,pabC,cobC,nrdD,nrdG,kmo,hpaB,cblS,bioD2,bzaE,fldA,cobS_aerobe,bzaD,cbiT,cblT,cbiZ,nadX,cbiJ,cbiK,bzaC,cbiG,kynu,METE,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Desulfovibrio sp. A2	Proteobacteria	Desulfovibrionales	Desulfovibrio	298701	7064	1	1	1	18	13	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	1	1	0	0	1	1	1	0	1	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	8	2	"cobV,cobR,bluB,cbiXL,btuF,btuB,cobF,cobG,pabC,cobC,cobN,cobK,nrdB,nrdF,nrdG,kmo,had,hpaB,cblS,bioD2,cblT,cbiZ,nadX,cbiJ,bzaC,MCM,kynu,cobT_aerobe,cbiZ_2,nrdJ_alt"
Pseudomonas deceptionensis	Proteobacteria	Pseudomonadales	Pseudomonas	882211	8755	1	1	1	17	17	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	9	4	"cobV,cbiXL,nrdD,nrdF,nrdG,kmo,had,hpaB,cblS,bzaE,fldA,cobS_aerobe,bzaD,cblT,cbiZ,nadX,cbiK,bzaC,MCM,kynu,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Scytonema tolypothrichoides	Cyanobacteria	Nostocales	Scytonema	1233230	7175	1	1	1	18	14	1	0	0	0	1	0	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	4	3	"cobV,cobR,bluB,cbiXL,btuF,cobF,pabC,nrdA,nrdB,nrdD,nrdE,nrdF,had,hpaB,cblS,bioD2,cobT_anaerobe,cobT_alt_dmb,RNR_I,cobS_aerobe,cblT,cbiZ,nadX,cbiK,bzaC,MCM,kynu,METE,cobU_aerobe,cobT_aerobe,cbiZ_2,nrdJ_alt"
Mesorhizobium sp. Root102	Proteobacteria	Rhizobiales	Mesorhizobium	1736422	9963	1	1	1	14	20	0	1	1	0	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	1	0	0	1	4	3	"bluB,cbiXL,cobS_anaerobe,btuB,cbiD,pabC,cobC,nrdA,nrdB,nrdD,nrdE,nrdF,nrdG,kmo,had,hpaB,cblS,RNR_I,fldA,bzaD,cblT,cbiZ,nadX,cbiK,bzaC,cbiG,METE,cbiZ_2,nrdJ_alt"
